,Gene,Chr,Pos,Strand,DistanceTSS,Strength,Condition
868,SLS1,chr12,403046,-,-179,2.219163578613023,Ypd
869,TCM62,chr2,316520,-,-732,2.2460186710598573,Ypd
870,DIP2,chr12,378500,+,-147,2.212811011116993,Ypd
871,URC2,chr4,1462804,-,-129,2.2133333333333334,Ypd
872,YJL045W,chr10,338728,+,-522,2.239507554560716,Ypd
873,NRT1,chr15,461555,-,62,2.143549951503395,Ypd
874,ZEO1,chr15,110957,+,789,2.1241513094083415,Ypd
875,INO4,chr15,110957,-,854,2.1241513094083415,Ypd
876,RPS31,chr12,459194,+,398,2.1799894123875068,Ypd
877,NOT5,chr16,697713,+,-427,2.1477559253656073,Ypd
878,YML053C,chr13,163309,-,1000,2.1108949416342413,Ypd
879,SCS3,chr7,289514,+,443,2.1349819680577022,Ypd
880,MET13,chr7,289514,+,-965,2.1349819680577022,Ypd
881,SOH1,chr7,289514,-,-612,2.1349819680577022,Ypd
882,LAG2,chr15,268620,+,-225,2.099903006789525,Ypd
883,MDM38,chr15,268620,-,-943,2.099903006789525,Ypd
884,MIM1,chr15,268620,-,-306,2.099903006789525,Ypd
885,TUB4,chr12,526248,-,-117,2.1461090524086814,Ypd
886,MRPL19,chr14,282775,-,-106,2.091747572815534,Ypd
887,SRL2,chr12,272739,-,-85,2.142403388035998,Ypd
888,SIP4,chr10,248517,+,-561,2.1695579182988247,Ypd
889,ECM32,chr5,535449,+,-95,2.065997130559541,Ypd
890,HYP2,chr5,87532,+,973,2.0516499282639886,Ypd
891,MCM3,chr5,87532,+,-275,2.0516499282639886,Ypd
892,TEL1,chr2,60336,-,-449,2.1361889071938496,Ypd
893,RPL23A,chr2,60336,-,722,2.1361889071938496,Ypd
894,EKI1,chr4,730891,+,-98,2.1173333333333333,Ypd
895,SWI5,chr4,730891,-,-549,2.1173333333333333,Ypd
896,HAA1,chr16,580569,+,-323,2.0706001008572867,Ypd
897,FAS2,chr16,117090,+,-258,2.0665658093797274,Ypd
898,POP2,chr14,710523,-,-156,2.042718446601942,Ypd
899,SCT1,chr2,204145,+,-207,2.01439182915506,Ypd
900,SBA1,chr11,226230,+,-365,2.0568816658202134,Ypd
901,VPH2,chr11,226230,-,-646,2.0568816658202134,Ypd
902,RHB1,chr3,176315,-,-133,2.098360655737705,Ypd
903,CIN4,chr13,523253,+,643,2.0136186770428015,Ypd
904,RIM11,chr13,523253,+,-135,2.0136186770428015,Ypd
905,PSO2,chr13,523253,-,-780,2.0136186770428015,Ypd
906,RSC1,chr7,625037,+,-134,2.043276661514683,Ypd
907,GCR2,chr14,256691,-,-138,2.0067961165048542,Ypd
908,YNL320W,chr14,27677,+,-104,2.0063106796116505,Ypd
909,CTI6,chr16,211564,+,-245,2.0186585980837113,Ypd
910,RTT10,chr16,211564,-,-508,2.0186585980837113,Ypd
911,SRM1,chr7,339700,+,-120,2.029881504379186,Ypd
912,VAM7,chr7,104625,+,954,2.022153529108707,Ypd
913,NCS6,chr7,104625,+,-86,2.022153529108707,Ypd
914,GAP1,chr11,519973,+,-952,2.0152361604875573,Ypd
915,KAE1,chr11,519973,-,-871,2.0152361604875573,Ypd
916,RPS13,chr4,566238,+,594,2.0394666666666668,Ypd
917,RRG1,chr4,566238,+,-631,2.0394666666666668,Ypd
918,MRX4,chr16,239505,+,-76,2.0065557236510334,Ypd
919,MEX67,chr16,239505,-,-122,2.0065557236510334,Ypd
920,NHP2,chr4,87996,+,652,2.032,Ypd
921,GLE1,chr4,87996,+,-91,2.032,Ypd
922,CWC2,chr4,87996,-,-868,2.032,Ypd
923,ALG13,chr7,430279,+,912,2.009273570324575,Ypd
924,RTK1,chr4,407183,-,-110,2.016,Ypd
925,YLR112W,chr12,350323,+,561,2.0121757543673904,Ypd
926,HOG1,chr12,350323,+,-173,2.0121757543673904,Ypd
